RTL First name	RTL Last name	RTL Full name	Entity ID	Latin full name	Search URL
سامي محمد	شهاب	سامي محمد شهاب	60871	Sami Muhammad Shihab	https://www.mideastmed.org/search/people?first-name=سامي محمد&last-name=شهاب
فاضل جرجس	شامي	فاضل جرجس شامي	60872	Fadil Jirjis Shami	https://www.mideastmed.org/search/people?first-name=فاضل جرجس&last-name=شامي
سعيد	دباغ	سعيد دباغ	60873	Saʻid ʻAbd al-Rahim Dabbagh	https://www.mideastmed.org/search/people?first-name=سعيد&last-name=دباغ
محمد	سليمان	محمد سليمان	60874	Muhammad Sulayman	https://www.mideastmed.org/search/people?first-name=محمد&last-name=سليمان
جميل نقولا	أبو حاتوم	جميل نقولا أبو حاتوم	60875	Jamil Nikula Abu Hatum	https://www.mideastmed.org/search/people?first-name=جميل نقولا&last-name=أبو حاتوم
رشيد سيد	طبري	رشيد سيد طبري	60876	Rashid Saʻid Tabari	https://www.mideastmed.org/search/people?first-name=رشيد سيد&last-name=طبري
اديب	خرطبيل	اديب خرطبيل	60877	Adib Khalil Khartabil	https://www.mideastmed.org/search/people?first-name=اديب&last-name=خرطبيل
جورج	منصور	جورج منصور	60878	George Mansur	https://www.mideastmed.org/search/people?first-name=جورج&last-name=منصور
فؤاد سعيد	مسلم	فؤاد سعيد مسلم	60879	Fu’ad Saʻid Musallam	https://www.mideastmed.org/search/people?first-name=فؤاد سعيد&last-name=مسلم
خليل	أبو العافية	خليل أبو العافية	60880	Khalil Abu al-ʻAfiya	https://www.mideastmed.org/search/people?first-name=خليل&last-name=أبو العافية
انطنيوس نسيم	طعمة	انطنيوس نسيم طعمة	60881	Antonius Nasim Taʻuma	https://www.mideastmed.org/search/people?first-name=انطنيوس نسيم&last-name=طعمة
كريل دونيلم	بوليتيان	كريل دونيلم بوليتيان	60882	Cryl Dunelm Politeyan	https://www.mideastmed.org/search/people?first-name=كريل دونيلم&last-name=بوليتيان
عمر	فاروق	عمر فاروق	60883	ʻUmar al-Faruq	https://www.mideastmed.org/search/people?first-name=عمر&last-name=فاروق
امين	عودة	امين عودة	60884	Amin Asʻad ʻAwda	https://www.mideastmed.org/search/people?first-name=امين&last-name=عودة
سعيد محمود	عودة	سعيد محمود عودة	60885	Saʻid Mahmud ʻAwda	https://www.mideastmed.org/search/people?first-name=سعيد محمود&last-name=عودة
فؤاد جورج	دعدس	فؤاد جورج دعدس	60886	Fu’ad George Daʻdis	https://www.mideastmed.org/search/people?first-name=فؤاد جورج&last-name=دعدس
طه خليل	طه	طه خليل طه	60887	Taha Khalil Taha	https://www.mideastmed.org/search/people?first-name=طه خليل&last-name=طه
سليمان مصطفى	كتخدا	سليمان مصطفى كتخدا	60888	Sulayman Mustafa Katkhuda	https://www.mideastmed.org/search/people?first-name=سليمان مصطفى&last-name=كتخدا
علي طه	حسين	علي طه حسين	60889	ʻAli Taha Husayn	https://www.mideastmed.org/search/people?first-name=علي طه&last-name=حسين
خليل	بديري	خليل بديري	60890	Khalil Budayri	https://www.mideastmed.org/search/people?first-name=خليل&last-name=بديري
محمد بن احمد	وظائفي	محمد بن احمد وظائفي	60891	Muhammad ben Ahmad Watha’ifi	https://www.mideastmed.org/search/people?first-name=محمد بن احمد&last-name=وظائفي
احمد عطالله	سروري	احمد عطالله سروري	60892	Ahmad ʻAtalla Sururi	https://www.mideastmed.org/search/people?first-name=احمد عطالله&last-name=سروري
جورج خوري	فرح	جورج خوري فرح	60893	George Khuri Farah	https://www.mideastmed.org/search/people?first-name=جورج خوري&last-name=فرح
عبدالله	مغربي	عبدالله مغربي	60894	Abdalla Maghribi	https://www.mideastmed.org/search/people?first-name=عبدالله&last-name=مغربي
محمد	الدجاني	محمد الدجاني	60895	Muhammad Zuhdi al-Dajani	https://www.mideastmed.org/search/people?first-name=محمد&last-name=الدجاني
محمود	الدجاني	محمود الدجاني	60896	Mahmud Tahir al-Dajani	https://www.mideastmed.org/search/people?first-name=محمود&last-name=الدجاني
منير س.	موسى	منير س. موسى	60897	Munir S. Musa	https://www.mideastmed.org/search/people?first-name=منير س.&last-name=موسى
محمود	عبده	محمود عبده	60898	Mahmud ʻAbdu	https://www.mideastmed.org/search/people?first-name=محمود&last-name=عبده
الياس ابراهيم	ديب	الياس ابراهيم ديب	60899	Ilias Ibrahim Dib	https://www.mideastmed.org/search/people?first-name=الياس ابراهيم&last-name=ديب
يعقوب خليل	زروب	يعقوب خليل زروب	60900	Yaʻqub Khalil Zurub	https://www.mideastmed.org/search/people?first-name=يعقوب خليل&last-name=زروب
مجيد اسكندر	خوري	مجيد اسكندر خوري	60901	Majid Iskandar Khuri	https://www.mideastmed.org/search/people?first-name=مجيد اسكندر&last-name=خوري
سبحي حميد	امين	سبحي حميد امين	60903	Subhi Hamid Amin	https://www.mideastmed.org/search/people?first-name=سبحي حميد&last-name=امين
يوسف .ي.	نبهان	يوسف .ي. نبهان	60904	Yusuf J. Nabhan	https://www.mideastmed.org/search/people?first-name=يوسف .ي.&last-name=نبهان
نصوخ	نبلسي	نصوخ نبلسي	60905	Nasukh Nabulsi	https://www.mideastmed.org/search/people?first-name=نصوخ&last-name=نبلسي
خليل	دباغ	خليل دباغ	60906	Khalil Dabbagh	https://www.mideastmed.org/search/people?first-name=خليل&last-name=دباغ
داؤد خليل	ميخائيل	داؤد خليل ميخائيل	60907	Da’ud Mikha’il Khalil	https://www.mideastmed.org/search/people?first-name=داؤد خليل&last-name=ميخائيل
أنور أسعد	الشقيري	أنور أسعد الشقيري	60908	Anwar Asʻad al-Shukayri	https://www.mideastmed.org/search/people?first-name=أنور أسعد&last-name=الشقيري
محمد	حسيني	محمد حسيني	60909	Muhammad al-Husayni	https://www.mideastmed.org/search/people?first-name=محمد&last-name=حسيني
نسيب يوسف	الحنا	نسيب يوسف الحنا	60910	Yusuf Nasib al-Hana	https://www.mideastmed.org/search/people?first-name=نسيب يوسف&last-name=الحنا
اديب نمر	خازن	اديب نمر خازن	60911	Adib Nimr Khazin	https://www.mideastmed.org/search/people?first-name=اديب نمر&last-name=خازن
سابا نقولا	برنيق	سابا نقولا برنيق	60912	Saba Nikula Barnick	https://www.mideastmed.org/search/people?first-name=سابا نقولا&last-name=برنيق
فؤاد	شهاب	فؤاد شهاب	60913	Fu’ad Shihab	https://www.mideastmed.org/search/people?first-name=فؤاد&last-name=شهاب
عثمان احمد	مجذوب	عثمان احمد مجذوب	60914	ʻUthman Ahmad Majdhub	https://www.mideastmed.org/search/people?first-name=عثمان احمد&last-name=مجذوب
احمد	طاهر	احمد طاهر	60915	Ahmad Al-Tahir	https://www.mideastmed.org/search/people?first-name=احمد&last-name=طاهر
اسعد	بشارة	اسعد بشارة	60916	Asʻad Shukri Bishara	https://www.mideastmed.org/search/people?first-name=اسعد&last-name=بشارة
اميل	ابو خليل	اميل ابو خليل	60917	Emil George Abu Khalil	https://www.mideastmed.org/search/people?first-name=اميل&last-name=ابو خليل
حسام وفاء	الدجاني	حسام وفاء الدجاني	60918	Husam Wafa Dajani	https://www.mideastmed.org/search/people?first-name=حسام وفاء&last-name=الدجاني
يواخيم	عيسى	يواخيم عيسى	60919	Joachim ʻIsa	https://www.mideastmed.org/search/people?first-name=يواخيم&last-name=عيسى
جون حبيب	قيالة	جون حبيب قيالة	60920	John Habib Kayala	https://www.mideastmed.org/search/people?first-name=جون حبيب&last-name=قيالة
سعيد	الدجاني	سعيد الدجاني	60921	Saʻid Shafiq al-Dajani	https://www.mideastmed.org/search/people?first-name=سعيد&last-name=الدجاني
صبحي احمد	حمادة	صبحي احمد حمادة	60922	Subhi Ahmad Hamada	https://www.mideastmed.org/search/people?first-name=صبحي احمد&last-name=حمادة
رفعت امين	فارس	رفعت امين فارس	60923	Rifʻat Amin Faris	https://www.mideastmed.org/search/people?first-name=رفعت امين&last-name=فارس
منيب جلال	شهيد	منيب جلال شهيد	60924	Munib Jallal Shahid	https://www.mideastmed.org/search/people?first-name=منيب جلال&last-name=شهيد
خلوصي عثمان	نوري	خلوصي عثمان نوري	60926	Kholousy ʻUthman Nuri	https://www.mideastmed.org/search/people?first-name=خلوصي عثمان&last-name=نوري
سعدي	عربي	سعدي عربي	60927	Saʻdi ʻArabi	https://www.mideastmed.org/search/people?first-name=سعدي&last-name=عربي
بطرس ابراهيم	ابو سابا	بطرس ابراهيم ابو سابا	60928	Butrus Ibrahim Abu Saba	https://www.mideastmed.org/search/people?first-name=بطرس ابراهيم&last-name=ابو سابا
ابراهيم علي	علم الدين	ابراهيم علي علم الدين	60929	Ibrahim ʻAli ʻAlam al-Din	https://www.mideastmed.org/search/people?first-name=ابراهيم علي&last-name=علم الدين
شفيق ن. حنا	حداد	شفيق ن. حنا حداد	60930	Shafiq Nasr Hana Haddad	https://www.mideastmed.org/search/people?first-name=شفيق ن. حنا&last-name=حداد
عيسى سليمان	عجلوني	عيسى سليمان عجلوني	60932	ʻIsa Sulayman ʻAjluni	https://www.mideastmed.org/search/people?first-name=عيسى سليمان&last-name=عجلوني
راجي سليم	نصر	راجي سليم نصر	60933	Raji Salim Nasr	https://www.mideastmed.org/search/people?first-name=راجي سليم&last-name=نصر
سليم صليبة	سليم	سليم صليبة سليم	60934	George Saliba Salim	https://www.mideastmed.org/search/people?first-name=سليم صليبة&last-name=سليم
راسم عبد الرزاق	خيري	راسم عبد الرزاق خيري	60935	Rasim ʻAbd al-Razzaq Khayri	https://www.mideastmed.org/search/people?first-name=راسم عبد الرزاق&last-name=خيري
فريد	عقل	فريد عقل	60936	Farid Ibrahim ʻAql	https://www.mideastmed.org/search/people?first-name=فريد&last-name=عقل
وهبة ابراهيم	جبجي	وهبة ابراهيم جبجي	60937	Wahba Ibrahim Jabaji	https://www.mideastmed.org/search/people?first-name=وهبة ابراهيم&last-name=جبجي
حمدي تاجي	الفاروقي	حمدي تاجي الفاروقي	60938	Hamdi al-Taji al-Faruqi	https://www.mideastmed.org/search/people?first-name=حمدي تاجي&last-name=الفاروقي
زكي	صفير	زكي صفير	60939	Zaki Sfayr	https://www.mideastmed.org/search/people?first-name=زكي&last-name=صفير
سلوى حبيب	خوري	سلوى حبيب خوري	60940	Salwa Habib Khuri	https://www.mideastmed.org/search/people?first-name=سلوى حبيب&last-name=خوري
حسن محمود	شرف	حسن محمود شرف	60941	Hasan Mahmud Sharaf	https://www.mideastmed.org/search/people?first-name=حسن محمود&last-name=شرف
ميشيل	جبارة	ميشيل جبارة	60942	Michele Jbara	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=جبارة
عز الدين	شهاب	عز الدين شهاب	60943	ʻIzz al-Din Kinj Shihab	https://www.mideastmed.org/search/people?first-name=عز الدين&last-name=شهاب
بهاء الدين	نمري	بهاء الدين نمري	60944	Baha al-Din Nammari	https://www.mideastmed.org/search/people?first-name=بهاء الدين&last-name=نمري
سليم	خوري	سليم خوري	60945	Salim Khuri	https://www.mideastmed.org/search/people?first-name=سليم&last-name=خوري
سالم	غنام	سالم غنام	60946	Salim Ghannam	https://www.mideastmed.org/search/people?first-name=سالم&last-name=غنام
ثابت عبد المجيد	دباغ	ثابت عبد المجيد دباغ	60947	Thabit ʻAbd al-Majid Dabbagh	https://www.mideastmed.org/search/people?first-name=ثابت عبد المجيد&last-name=دباغ
سامي نمر	مسلم	سامي نمر مسلم	60948	Sami Nimr Musallam	https://www.mideastmed.org/search/people?first-name=سامي نمر&last-name=مسلم
عمر	الخليل	عمر الخليل	60949	ʻUmar Yusuf al-Khalil	https://www.mideastmed.org/search/people?first-name=عمر&last-name=الخليل
جورج قسطا	ديبو	جورج قسطا ديبو	60950	George Kusta Dibu	https://www.mideastmed.org/search/people?first-name=جورج قسطا&last-name=ديبو
علي	شعراوي	علي شعراوي	60951	ʻAli Shaʻrawi	https://www.mideastmed.org/search/people?first-name=علي&last-name=شعراوي
دياب حنا جريوس	سوسان	دياب حنا جريوس سوسان	60952	Diab Hana Jirius Sawsan	https://www.mideastmed.org/search/people?first-name=دياب حنا جريوس&last-name=سوسان
نديم	خوري	نديم خوري	60953	Nadim Asʻad A. Khuri	https://www.mideastmed.org/search/people?first-name=نديم&last-name=خوري
نصفت نديم	كمال	نصفت نديم كمال	60954	Nasfat Nadim Kamal	https://www.mideastmed.org/search/people?first-name=نصفت نديم&last-name=كمال
يعقوب سعيد	ابو غوش	يعقوب سعيد ابو غوش	60955	Yaʻqub Saʻid Abu Ghosh	https://www.mideastmed.org/search/people?first-name=يعقوب سعيد&last-name=ابو غوش
